url,n_gram
https://www.skysports.com/football/news/12040/12561289/jurgen-klopp-says-alexis-sanchez-was-lucky-to-still-be-on-pitch-by-time-he-was-sent-off-for-fouling-fabinho,0
https://www.siamsport.co.th/football/copa-del-rey/view/267144,0
https://www.siamsport.co.th/football/copa-del-rey/view/233688,0
https://www.siamsport.co.th/football/copa-del-rey/view/233672,0
https://www.siamsport.co.th/football/europa-league/view/271660,0
https://www.siamsport.co.th/football/europa-league/view/272616,0
https://www.skysports.com/football/news/30778/12559944/efl-highlights-and-round-up-fulham-sheff-utd-win-bournemouth-held,0
https://www.skysports.com/football/news/11788/12561474/ondrej-kudela-slavia-prague-defender-will-not-be-prosecuted-over-allegations-of-racially-abusing-glen-kamara,0
https://www.siamsport.co.th/football/copa-del-rey/view/267666,0
https://www.skysports.com/football/news/12098/12561040/scotlands-world-cup-play-off-semi-final-against-ukraine-postponed-wales-austria-date-remains-the-same,0
https://www.skysports.com/football/news/12098/12465444/2022-world-cup-playoffs-all-you-need-to-know,0
https://www.skysports.com/football/news/11661/12560426/harry-kane-tottenham-striker-leapfrogs-liverpool-duo-to-top-premier-league-power-rankings-chart,0
https://www.skysports.com/football/news/11789/12560821/scott-brown-leaves-aberdeen-to-pursue-coaching-career-after-eight-months-at-pittodrie,0
https://www.skysports.com/football/news/20876/12559854/manchester-uniteds-drop-off-in-running-stats-in-the-derby-defeat-at-manchester-city,0
https://www.siamsport.co.th/football/europa-league/view/273142,0
https://www.siamsport.co.th/football/europa-league/view/271662,0
https://www.siamsport.co.th/football/europa-league/view/272716,0
https://www.siamsport.co.th/football/copa-del-rey/view/267996,0
https://www.skysports.com/football/news/11688/12105601/championship-football-live-how-to-watch-midweek-matches-live-on-sky-sports,0
https://www.skysports.com/football/news/11095/12553239/jamie-carragher-criticises-chelsea-and-roman-abramovich-statement-really-poor-and-embarrassing,0
https://www.skysports.com/football/news/11095/12559631/gary-neville-concerned-over-future-manchester-united-personnel-ralf-rangnick-not-to-blame-for-derby-loss,0
https://www.skysports.com/football/news/11095/12388623/subscribe-to-the-sky-sports-efl-podcast,0
https://www.skysports.com/football/news/topic/9755/power-rankings,0
https://www.siamsport.co.th/football/europa-league/view/271658,0
https://www.skysports.com/football/news/11668/12560040/roman-abramovich-selling-chelsea-what-is-the-latest-what-potential-problems-are-holding-a-deal-up,0
https://www.skysports.com/football/news/11661/12057055/premier-league-live-on-sky-sports-six-games-to-be-shown-on-opening-weekend-of-2020-21-season,0
https://www.skysports.com/football/news/11095/12425050/liverpool-must-tie-best-in-europe-mohamed-salah-to-new-contract-or-risk-losing-him-says-jamie-carragher,0
https://www.skysports.com/football/news/11095/12554047/chelsea-would-have-won-carabao-cup-if-kepa-arrizabalaga-had-not-replaced-edouard-mendy-for-shootout-says-paul-merson,0
https://www.skysports.com/football/news/12040/12553487/gary-neville-says-no-one-has-bought-chelseas-statement-on-roman-abramovichs-stewardship-of-club,0
https://www.skysports.com/football/news/11667/12549730/manchester-united-boss-ralf-rangnick-says-role-model-anthony-elanga-sets-example-others-must-follow,0
https://www.skysports.com/football/news/11095/11779522/premier-league-goals-and-highlights-how-to-watch-with-sky-sports,0
https://www.skysports.com/football/news/29326/12559068/gary-neville-man-utd-response-at-man-city-was-embarrassing-they-threw-the-towel-in,0
https://www.skysports.com/football/news/11945/12551034/champions-league-final-moved-to-paris-from-st-petersburg-after-russian-invasion-of-ukraine,0
https://www.skysports.com/football/news/11095/12559906/champions-league-liverpool-host-inter-milan-in-second-leg-of-last-16-tie-after-win-in-italy,0
https://www.skysports.com/football/news/11668/12558320/chelsea-fans-chant-roman-abramovichs-name-during-ukraine-tribute-against-burnley,0
https://www.skysports.com/football/news/11095/12152949/anton-ferdinand-i-was-scared-to-speak-out-about-john-terry-case,0
https://www.skysports.com/football/news/11668/12556306/roman-abramovich-chelsea-owner-decides-to-sell-club-while-there-is-no-substance-to-jim-ratcliffe-reports,0
https://www.skysports.com/football/news/30778/12548604/champions-league-final-uefa-under-pressure-to-move-game-from-saint-petersburg-due-to-russia-ukraine-tension,0
https://www.skysports.com/football/news/11668/12547978/romelu-lukaku-thomas-tuchel-says-not-time-to-laugh-after-chelsea-strikers-seven-touches-against-crystal-palace,0
https://www.skysports.com/football/news/12016/12402045/anton-ferdinand-are-social-media-companies-waiting-for-a-footballers-suicide-to-act-on-online-abuse,0
https://www.skysports.com/football/news/11945/12548196/david-de-gea-on-his-future-i-dont-see-myself-away-from-manchester-united,0
https://www.skysports.com/football/news/11677/12561606/gerrard-no-decision-made-on-coutinhos-future,0
https://www.skysports.com/football/story-telling/11096/12560647/man-utd-is-roy-keane-right-to-say-club-needs-clear-out,0
https://www.skysports.com/football/news/11095/12549161/chelsea-suffer-double-injury-blow-as-mateo-kovacic-and-hakim-ziyech-both-hobble-off-in-champions-league-win,0
https://www.skysports.com/football/news/11095/12549879/benfica-2-2-ajax-sebastien-haller-nets-for-both-teams-as-benfica-come-from-behind-twice,0
https://www.skysports.com/football/news/11095/12543884/jurgen-klopp-says-liverpools-champions-league-tie-is-only-at-half-time-and-reveals-diogo-jota-injury-worry,0
https://www.skysports.com/football/news/11668/12561476/tuchel-christensen-can-be-huge-chelsea-player-not-good-news-on-james,0
https://www.skysports.com/football/news/11096/12559854/manchester-uniteds-drop-off-in-running-stats-in-the-derby-defeat-at-manchester-city,0
https://www.skysports.com/football/news/11945/12549803/anthony-elanga-rescues-man-utd-against-atletico-madrid-but-issues-remain-for-interim-boss-ralf-rangnick,0
https://www.skysports.com/football/news/11095/12558812/messi-or-ronaldo-mbappe-salah-haaland-whos-the-worlds-best,0
https://www.skysports.com/football/news/11095/12128376/sky-sports-scores-download-the-new-and-improved-app-to-get-scores-your-way,0
https://www.skysports.com/football/news/11661/11996823/premier-league-live-games-on-sky-sports,0
https://www.skysports.com/football/news/11065/11779522/premier-league-goals-and-highlights-how-to-watch-with-sky-sports,0
https://www.skysports.com/football/news/21564/12002801/live-football-on-sky-sports-games-dates-kick-off-times,0
https://www.skysports.com/football/news/11661/11779522/premier-league-goals-and-highlights-how-to-watch-with-sky-sports,0
